指標名,コンビニ,,,,,
新宿区,舟町,-,東京都新宿区舟町6,35.689266,139.7210265,ファミリーマート 四谷舟町店
新宿区,若葉３丁目,-,東京都新宿区若葉3丁目2番6号,35.683029,139.7242035,ファミリーマート 四谷若葉店
新宿区,若松町,-,東京都新宿区若松町11-1,35.699301,139.717656,ローソン 若松町店
新宿区,若松町,-,東京都新宿区若松町19-1,35.700723,139.7148795,セブンイレブン AIM総務省第二庁舎店
新宿区,若松町,-,東京都新宿区若松町28-25,35.700669,139.718961,ローソン 新宿若松町店
新宿区,若松町,-,東京都新宿区若松町31-8,35.699931,139.719672,セブンイレブン 新宿若松町店
港区,芝大門２丁目,-,東京都港区芝大門2-9-16,35.6544,139.7528415,ローソン 芝大門二丁目店
港区,芝大門２丁目,-,東京都港区芝大門2-12-7,35.654004,139.753935,セブンイレブン 芝大門2丁目店
港区,芝大門１丁目,-,東京都港区芝大門1-6-3,35.65818,139.7542095,ナチュラルローソンクオール薬局芝大門一丁目店
港区,芝大門１丁目,-,東京都港区芝大門1-6-3,35.65818,139.7542095,ナチュラルローソン 芝大門一丁目店
港区,芝大門１丁目,-,東京都港区芝大門1-4-4,35.658585,139.7545695,ローソン 芝大門店
港区,芝大門１丁目,-,東京都港区芝大門1-1-26,35.659233,139.752738,ナチュラルローソン 京王プレッソイン浜松町店
港区,芝大門１丁目,-,東京都港区芝大門1-14-6,35.657199,139.75371,セブンイレブン 芝大門1丁目店
港区,芝大門１丁目,-,東京都港区芝大門1-16-7 幸伸ビル1F,35.65701,139.754457,ファミリーマート 大門駅前店
港区,芝公園４丁目,-,東京都港区芝公園4-1-4,35.659035,139.7440485,ローソン 芝公園四丁目店
港区,芝公園４丁目,-,東京都港区芝公園4-2-8,35.658621,139.7454615,ローソンサテライト 東京タワー店
港区,芝公園４丁目,-,東京都港区芝公園4-8-1,35.655336,139.7470185,ローソンサテライト ザ・プリンスパークタワー東京店
港区,芝公園３丁目,虎ノ門,東京都港区芝公園3-3-1,35.6589,139.7479725,ローソンサテライト 東京プリンスホテル店
港区,芝公園２丁目,-,東京都港区芝公園2丁目2-22,35.657001,139.7508435,ファミリーマート 芝増上寺前店
港区,芝公園２丁目,-,東京都港区芝公園2丁目4-1,35.656056,139.7521755,ファミリーマート ファミマ芝パーク店
港区,芝公園１丁目,-,東京都港区芝公園1丁目1,35.660466,139.7516985,ニューヤマザキデイリーストア御成門タワー店
港区,芝公園１丁目,-,東京都港区芝5-31-7三田ステーションビル3F,35.65801708,139.7515459,ファミリーマート 三田ステーションビル店
港区,芝公園１丁目,-,東京都港区芝公園1-1,35.660466,139.7516985,ニューヤマザキデイリーストア 御成門タワー店
港区,芝公園１丁目,-,東京都港区芝公園1-5-25,35.658027,139.751514,ローソンサテライト 港区役所庁舎店
港区,芝公園１丁目,-,東京都港区芝公園1丁目2-12,35.65926,139.7523105,ファミリーマート 芝公園一丁目店
港区,芝公園１丁目,-,東京都港区芝公園1丁目7-13,35.657253,139.752522,ファミリーマート 芝大門店
港区,芝公園１丁目,-,東京都港区芝公園1丁目7-6,35.657901,139.752405,セブンイレブン 芝公園1丁目店
港区,芝浦４丁目,-,東京都港区芝浦4-13-23,35.64018,139.7480085,ナチュラルローソン 芝浦海岸通店
港区,芝浦４丁目,-,東京都港区芝浦4-9-18,35.639739,139.747122,ローソン 芝浦四丁目店
港区,芝浦４丁目,-,東京都港区芝浦4-10-1,35.641125,139.74678,セブンイレブン Iingキャピタルマークタワー店
港区,芝浦４丁目,-,東京都港区芝浦4-19-1,35.637426,139.7502495,ナチュラルローソン 芝浦アイランドケープ店
港区,芝浦４丁目,-,東京都港区芝浦4-2-22-101,35.640864,139.7443095,コミュニティ・ストア 芝浦4丁目店
港区,芝浦４丁目,-,東京都港区芝浦4-9-25,35.640036,139.7459475,セブンイレブン 7FS芝浦スクエアビル店
港区,芝浦４丁目,-,東京都港区芝浦4丁目15-33,35.638335,139.7474865,セブンイレブン 芝浦4丁目店
港区,芝浦３丁目,-,東京都港区芝浦3-1-32,35.644968,139.7483595,ローソン 田町芝浦口店
港区,芝浦３丁目,-,東京都港区芝浦3-1-32,35.644968,139.7483595,セブンイレブン なぎさテラス店
港区,芝浦３丁目,-,東京都港区芝浦3-11-8,35.642799,139.749777,セブンイレブン 港区芝浦3なぎさ通り店
港区,芝浦３丁目,-,東京都港区芝浦3-13-1,35.64324,139.7490795,ローソン 田町駅東口店
港区,芝浦３丁目,-,東京都港区芝浦3-14-1,35.642844,139.7480895,ナチュラルローソン 港芝浦三丁目店
港区,芝浦３丁目,-,東京都港区芝浦3-14-15,35.642448,139.747077,セブンイレブン 芝浦3丁目店
港区,芝浦３丁目,-,東京都港区芝浦3-19-17,35.641449,139.7491515,ローソン 芝浦八千代橋店
港区,芝浦３丁目,-,東京都港区芝浦3ー13ー3 芝浦SECビル,35.643024,139.7492055,ファミリーマート 田町東口店
港区,芝浦３丁目,-,東京都港区芝浦3-36 田町駅改札内北コンコース,35.64304139,139.746867,NEWDAYS(ニューデイズ) 田町店
港区,芝浦３丁目,-,東京都港区芝浦3-5-25,35.642952,139.7464335,ローソン ベイコート芝浦店
港区,芝浦３丁目,-,東京都港区芝浦3-7-13,35.643708,139.749372,ローソン 芝浦工大前店
港区,芝浦３丁目,-,東京都港区芝浦3丁目1-21,35.645265,139.749651,ファミリーマート ムスブ田町店
港区,芝浦３丁目,-,東京都港区芝浦3丁目4-1グランパークプラザ,35.643762,139.745574,ファミリーマート 田町グランパーク店
港区,芝浦２丁目,-,東京都港区芝浦2-4-1,35.645265,139.754511,ローソン 芝浦二丁目店
港区,芝浦２丁目,-,東京都港区芝浦2-17-12,35.644878,139.752036,ローソンストア100 LS芝浦二丁目店
港区,芝浦２丁目,-,東京都港区芝浦2-6-11,35.644104,139.7533005,セブンイレブン 芝浦ベイワード店
港区,芝浦１丁目,-,東京都港区芝浦1-1-1,35.650926,139.757346,ファミリーマート 浜松町ビルディング店
港区,芝浦１丁目,-,東京都港区芝浦1-16-1,35.646615,139.75164,ローソン Hみなとパーク芝浦店
港区,芝浦１丁目,-,東京都港区芝浦1-2-2,35.649558,139.7565405,ローソン H芝浦シーバンス・ア・モール店
港区,芝浦１丁目,-,東京都港区芝浦1-3-2,35.650566,139.756023,ローソン 芝浦シーバンス前店
港区,芝浦１丁目,-,東京都港区芝浦1丁目1-1 浜松町ビルディング,35.650926,139.757346,ファミリーマート ファミマ浜松町ビル店
港区,芝浦１丁目,-,東京都港区芝浦1丁目13-10,35.646246,139.753179,セブンイレブン 港区芝浦1丁目店
港区,芝浦１丁目,-,東京都港区芝浦1丁目2-2 シーバンス ア・モール,35.649558,139.7565405,ファミリーマート シーバンス ア・モール店
港区,芝浦１丁目,-,東京都港区芝浦1丁目6-41,35.64711,139.755348,ファミリーマート グローバルフロントタワー店
港区,芝５丁目,-,東京都港区芝5-10-8,35.648955,139.7462445,ファミリーマート 芝五丁目店
港区,芝５丁目,-,東京都港区芝5-14-10,35.647929,139.7448945,セブンイレブン 港区芝5丁目店
港区,芝５丁目,-,東京都港区芝5-17-1,35.648667,139.7468115,ナチュラルローソン NL芝五丁目店
港区,芝５丁目,-,東京都港区芝5-27-10,35.64711,139.746726,ローソン 芝五丁目店
港区,芝５丁目,-,東京都港区芝5-3-2,35.650062,139.7459295,セブンイレブン 港区芝5丁目北店
港区,芝５丁目,-,東京都港区芝5-32-14,35.647101,139.7472165,ローソン 田町駅三田口店
港区,芝５丁目,-,東京都港区芝5-34-6,35.646003,139.746699,ローソン 新田町ビル店
港区,芝５丁目,-,東京都港区芝5-34-7,35.646165,139.746969,ローソン 田町センタービル店
港区,芝５丁目,-,東京都港区芝5丁目19-7,35.647632,139.747707,ファミリーマート 三田駅前店
港区,芝５丁目,-,東京都港区芝5丁目29-14田町日工ビル,35.645841,139.744773,ファミリーマート 田町第一京浜店
港区,芝５丁目,-,東京都港区芝5丁目36-7,35.644725,139.744935,セブンイレブン 三田ベルジュビル店
港区,芝４丁目,-,東京都港区芝4-11-3,35.648109,139.750884,セブンイレブン 芝フロントビル店
港区,芝４丁目,-,東京都港区芝4-3-5,35.648964,139.750236,セブンイレブン 三田駅北店
港区,芝４丁目,-,東京都港区芝4丁目14-1,35.647335,139.7490615,ファミリーマート 田町駅北店
港区,芝４丁目,-,東京都港区芝4丁目3-11,35.648622,139.75002,ファミリーマート 芝四丁目店
港区,芝４丁目,-,東京都港区芝4丁目7-8,35.649,139.7521395,セブンイレブン 港区芝4丁目店
港区,芝３丁目,-,東京都港区芝3-3-12,35.652888,139.7475585,ローソン 芝公園南店
港区,芝３丁目,-,東京都港区芝3-34-1,35.650458,139.747464,ローソン 芝三丁目店
港区,芝３丁目,-,東京都港区芝3-5-5,35.652339,139.7491335,ファミリーマート 芝公園店
港区,芝３丁目,-,東京都港区芝3丁目15-9,35.653077,139.7453805,セブンイレブン 港区芝3丁目店
港区,芝３丁目,-,東京都港区芝3丁目23-1,35.650764,139.7487285,セブンイレブン セレスティン芝三井ビル店
港区,芝３丁目,-,東京都港区芝3丁目8-2,35.652339,139.747365,リーベンハウス芝公園ファーストビル店
港区,芝２丁目,-,東京都港区芝2-16-7,35.651169,139.7522205,セブンイレブン 港区芝2丁目店
港区,芝２丁目,-,東京都港区芝2-7-2,35.6526,139.7500965,ローソン 芝公園駅前店
港区,芝２丁目,-,東京都港区芝2丁目14-5 芝2丁目大広ビル,35.650782,139.753305,ファミリーマート 第一京浜芝二丁目店
港区,芝２丁目,-,東京都港区芝2丁目5-10,35.652762,139.752171,ファミリーマート 芝二丁目店
港区,芝１丁目,-,東京都港区芝1-5-12,35.652276,139.7544255,ローソン 金杉橋店
港区,芝１丁目,-,東京都港区芝1丁目12-7,35.650791,139.7549925,セブンイレブン 港区芝1丁目店
新宿区,市谷柳町,-,東京都新宿区市谷柳町1-1,35.699661,139.726827,セブンイレブン 市谷柳町店
新宿区,市谷柳町,-,東京都新宿区市谷柳町19,35.698266,139.7255985,ファミリーマート 市谷柳町店
新宿区,市谷薬王寺町,-,東京都新宿区市谷薬王寺町61,35.696286,139.725495,ローソン 市谷薬王寺町店
新宿区,市谷本村町,-,東京都新宿区市谷本村町3番29号FORECAST市ヶ谷1階,35.691021,139.73256,ファミリーマート 市谷本村町店
新宿区,市谷本村町,-,東京都新宿区市谷本村町5-1,35.692992,139.730058,セブンイレブン 7FS防衛省店
新宿区,市谷本村町,-,東京都新宿区市谷本村町5-1防衛省本省 厚生棟 地下1階,35.692992,139.730058,ファミリーマート 防衛省店
新宿区,市谷田町２丁目,-,東京都新宿区市谷田町2-3,35.694144,139.73697,セブンイレブン 新宿市谷田町2丁目店
新宿区,市谷田町２丁目,-,東京都新宿区市谷田町2-38-3,35.694549,139.737024,ファミリーマート 市谷田町店
新宿区,市谷田町１丁目,-,東京都新宿区市谷田町1丁目3,35.692695,139.7355435,ファミリーマート 新宿市谷見附店
新宿区,市谷仲之町,-,東京都新宿区市谷仲之町4-46,35.694801,139.7244465,ローソン 市谷仲之町店
新宿区,市谷台町,-,東京都新宿区市谷台町14-1,35.694,139.7179305,ファミリーマート 市谷台町店
新宿区,市谷台町,-,東京都新宿区市谷台町3-1,35.693352,139.7202165,セブンイレブン 新宿市谷台町店
新宿区,市谷砂土原町３丁目,-,東京都新宿区市谷砂土原町3丁目4-1,35.696205,139.7358855,セブンイレブン 市谷砂土原町店
新宿区,市谷左内町,-,東京都新宿区市谷左内町9番,35.693217,139.734378,セブンイレブン 市谷左内町店
新宿区,市谷加賀町１丁目,-,東京都新宿区市谷加賀町1-1-1,35.69562,139.7310165,ローソン DNP市谷加賀町ビル店
千代田区,四番町,-,東京都千代田区四番町6,35.68941,139.7363355,ナチュラルローソン 千代田四番町店
新宿区,四谷坂町,-,東京都新宿区四谷坂町12-12,35.691768,139.726143,ローソン 新宿坂町店
新宿区,四谷４丁目,-,東京都新宿区四谷4-3,35.687898,139.7172915,セブンイレブン 四谷4丁目店
新宿区,四谷４丁目,-,東京都新宿区四谷4-7,35.68734,139.7162655,ファミリーマート 四谷四丁目店
新宿区,四谷３丁目,-,東京都新宿区四谷3-5-5,35.687817,139.72122,ファミリーマート 四谷三丁目交差点東店
新宿区,四谷３丁目,-,東京都新宿区四谷3丁目11,35.688033,139.7190105,ファミリーマート 四谷三丁目店
新宿区,四谷３丁目,-,東京都新宿区四谷3丁目12,35.687601,139.7193705,セブンイレブン 四谷3丁目店
新宿区,四谷３丁目,-,東京都新宿区四谷3丁目2-2,35.68824,139.7230245,ミニストップ 四谷3丁目店
新宿区,四谷３丁目,-,東京都新宿区四谷3丁目7 宮子ビルディング,35.688213,139.7208105,ファミリーマート 四谷三丁目駅前店
新宿区,四谷２丁目,-,東京都新宿区四谷2-8,35.687034,139.725315,ローソンストア100 LS四谷二丁目店
新宿区,四谷２丁目,-,東京都新宿区四谷2丁目13-3 大和屋ビル,35.687952,139.723866,ファミリーマート 四谷大通り店
新宿区,四谷１丁目,-,東京都新宿区四谷1 四ッ谷駅構内麹町口コンコース,35.68669939,139.7288494,NEWDAYSMINI(ニューデイズミニ) 四ツ谷2号店
新宿区,四谷１丁目,-,東京都新宿区四谷1 四ッ谷駅赤坂口改札外,35.68669939,139.7288494,NEWDAYSMINI(ニューデイズミニ) 四ッ谷4号店
新宿区,四谷１丁目,-,東京都新宿区四谷1-23-6,35.687331,139.727691,ローソン 四谷一丁目店
新宿区,四谷１丁目,-,東京都新宿区四谷1丁目1番,35.68239,139.73067,ファミリーマート 四谷一丁目店
新宿区,四谷１丁目,-,東京都新宿区四谷1丁目2-5 ヒグチ四谷ビル,35.685747,139.7288475,ファミリーマート 薬ヒグチ四谷駅前店
新宿区,四谷１丁目,-,東京都新宿区四谷1丁目4 四谷駅前ビル,35.686566,139.7293425,ファミリーマート 四ッ谷駅前店
新宿区,四谷１丁目,-,東京都新宿区四谷1丁目6番1号コモレMall,35.68669939,139.7288494,セブンイレブン 四谷店
新宿区,四谷１丁目,-,東京都新宿区四谷1丁目7番,35.686836,139.7287125,セブンイレブン 四谷1丁目店
新宿区,山吹町,-,東京都新宿区山吹町265-6,35.707653,139.7314485,ローソン 新宿山吹町店
新宿区,山吹町,-,東京都新宿区山吹町352番22グローサユウ新宿,35.70822,139.7272545,ファミリーマート 新宿山吹町店
