指標名,観光地,,,,,Tripadvisorの取得範囲の変更について,,,,,
出典,Tripadvisor,,,,,前回までTripadvisorの全観光スポットを取得していたが、2021年度から観光カテゴリーを,,,,,
年次,2022/1/27 取得,,,,,「名所・有名スポット」に絞って情報を取得している、観光スポット全体の件数が昨年から倍増しており、,,,,,
URL,https://www.tripadvisor.jp/,,,,,個人名で登録された観光ツアーや、バーなど営業状況が不明な登録地が散見されたため。,,,,,
備考,"（2019年度：2,042件、2020年度：2,985件、2021年度：1,925件）",,,,,,,,,,
,,,,,,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名,ジャンル,星,口コミ数,URL,
渋谷区,本町２丁目,-,東京都渋谷区本町2-44-3,35.684824,139.684404,荘厳寺,神社/寺院/教会など,3.5,3件,https://www.tripadvisor.jp/Attraction_Review-g1066456-d13944713-Reviews-Shogon_ji_Temple-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html,　
渋谷区,東３丁目,-,東京都渋谷区東3-8-16,35.650823,139.711578,室泉寺,神社/寺院/教会など,3.5,3件,https://www.tripadvisor.jp/Attraction_Review-g1066456-d8647866-Reviews-Hosen_ji_Temple-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html,　
渋谷区,広尾１丁目,-,東京都渋谷区広尾 1-1-18,35.649734,139.713592,法雲寺,神社/寺院/教会など,3,3件,https://www.tripadvisor.jp/Attraction_Review-g14129745-d14986071-Reviews-Houn_ji_Temple-Hiroo_Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html,　
渋谷区,東４丁目,-,東京都渋谷区東4-10-33,35.655953,139.712205,吸江寺,神社/寺院/教会など,3,6件,https://www.tripadvisor.jp/Attraction_Review-g1066456-d8647837-Reviews-Kyuko_ji_Temple-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html,　
渋谷区,東３丁目,-,東京都渋谷区東3-18-3,35.649778,139.709706,庚申橋供養碑,記念碑＆像,3,2件,https://www.tripadvisor.jp/Attraction_Review-g1066456-d12318315-Reviews-Koshinbashi_Kuyo_Monument-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html,　
渋谷区,恵比寿４丁目,-,東京都渋谷区恵比寿 4-15-1,35.644785,139.713003,中田喜直住居跡,記念碑＆像,3,4件,https://www.tripadvisor.jp/Attraction_Review-g14131018-d12318302-Reviews-Yoshinao_Nakada_Residence_Mark-Ebisu_Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html,　
渋谷区,神南１丁目,-,東京都渋谷区神南1-23-10 MAGNET by SHIBUYA109,35.659728,139.700874,CROSSING VIEW,展望台・タワー,5,2件,https://www.tripadvisor.jp/Attraction_Review-g1066456-d19296803-Reviews-Crossing_View-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html,　
渋谷区,東３丁目,-,東京都渋谷区東3-8-10,35.650962,139.711669,伊藤稲荷神社,神社/寺院/教会など,3,1件,https://www.tripadvisor.jp/Attraction_Review-g1066456-d14180899-Reviews-Ito_Inari_Shrine-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html,　
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂1-2-3 東急プラザ渋谷 2F,35.657725,139.700151,待ち合わせスポット GMOデジタル ハチ公,名所・有名スポット,3.5,3件,https://www.tripadvisor.jp/Attraction_Review-g1066456-d19616710-Reviews-Gmo_Digital_Hachiko-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html,　
渋谷区,千駄ケ谷２丁目,-,東京都渋谷区千駄ヶ谷 2-24-1,35.675676,139.711574,仙寿院,神社/寺院/教会など,4.5,3件,https://www.tripadvisor.jp/Attraction_Review-g14131014-d15709712-Reviews-Senjui_in_Temple-Sendagaya_Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html,　
渋谷区,東３丁目,-,東京都渋谷区東3-22-12,35.649889,139.708781,清流寺,神社/寺院/教会など,3,6件,https://www.tripadvisor.jp/Attraction_Review-g1066456-d10157412-Reviews-Seiryu_ji_Temple-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html,　
渋谷区,代々木３丁目,-,東京都渋谷区代々木 3-9,35.683652,139.695864,田山花袋終えんの地,旧跡,2.5,3件,https://www.tripadvisor.jp/Attraction_Review-g14133713-d15065054-Reviews-Tayama_Katai_s_Deathplace-Yoyogi_Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html,　
渋谷区,神宮前３丁目,-,東京都渋谷区神宮前3-8-9,35.670771,139.711758,妙円寺,神社/寺院/教会など,3.5,3件,https://www.tripadvisor.jp/Attraction_Review-g1066456-d15709751-Reviews-Myoen_ji_Temple-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html,　
渋谷区,恵比寿３丁目,-,東京都渋谷区恵比寿 3-35-8,35.642357,139.718594,日本共産党結党の地,旧跡,2,3件,https://www.tripadvisor.jp/Attraction_Review-g14131018-d12685315-Reviews-Site_of_Formation_of_Japanese_Communist_Party-Ebisu_Shibuya_Tokyo_Tokyo_Prefec.html,　
渋谷区,桜丘町,-,東京都渋谷区桜丘町,35.655839,139.701142,さくら通り,名所・有名スポット • 眺めのよい散策エリア,3,3件,https://www.tripadvisor.jp/Attraction_Review-g1066456-d17575130-Reviews-Sakuradori-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html,　
渋谷区,初台１丁目,-,東京都渋谷区初台1-37-1,35.680333,139.686715,玉川上水旧水路緑道,眺めのよい散策エリア,3,2件,https://www.tripadvisor.jp/Attraction_Review-g1066456-d17382745-Reviews-Tamagawa_Jousui_Kyusuiro_Ryokudou-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html,　
渋谷区,神宮前６丁目,-,東京都渋谷区神宮前6丁目,35.666296,139.704589,五輪橋,旧跡 • 橋 • 記念碑＆像,3.5,3件,https://www.tripadvisor.jp/Attraction_Review-g1066456-d19882336-Reviews-Olympic_Bridge-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html,　
渋谷区,東２丁目,-,東京都渋谷区東2-6-16,35.653989,139.7103,宝泉寺,神社/寺院/教会など,3,2件,https://www.tripadvisor.jp/Attraction_Review-g1066456-d8647832-Reviews-Hosen_ji_Temple-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html,　
渋谷区,神宮前３丁目,-,東京都渋谷区神宮前3-8-4,35.670704,139.712752,長安寺,神社/寺院/教会など,3.5,3件,https://www.tripadvisor.jp/Attraction_Review-g1066456-d15709744-Reviews-Choan_ji_Temple-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html,　
渋谷区,千駄ケ谷１丁目,-,東京都渋谷区千駄ヶ谷 1-13-11,35.677359,139.711652,聖輪寺,神社/寺院/教会など,3.5,2件,https://www.tripadvisor.jp/Attraction_Review-g14131014-d15709337-Reviews-Shorin_ji_Temple-Sendagaya_Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html,　
渋谷区,神宮前２丁目,-,東京都渋谷区神宮前2-3-2,35.674254,139.713232,青野山 慈光寺,神社/寺院/教会など,3.5,3件,https://www.tripadvisor.jp/Attraction_Review-g1066456-d15709482-Reviews-Jiko_ji_Temple-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html,　
渋谷区,幡ケ谷２丁目,-,東京都渋谷区幡ヶ谷2-36-1,35.677385,139.671053,清岸寺,神社/寺院/教会など,4,2件,https://www.tripadvisor.jp/Attraction_Review-g1066456-d13968814-Reviews-Seigan_ji_Temple-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html,　
渋谷区,恵比寿３丁目,-,東京都渋谷区恵比寿 3-35,35.642263,139.718466,岡田三郎助終焉の地,記念碑＆像,2,1件,https://www.tripadvisor.jp/Attraction_Review-g14131018-d13986056-Reviews-Okada_Saburosuke_Shuen_no_Chi_Monument-Ebisu_Shibuya_Tokyo_Tokyo_Prefecture_Ka.html,　
渋谷区,代々木５丁目,-,東京都渋谷区代々木 5-5-4,35.670281,139.689276,大日寺,神社/寺院/教会など,3.5,2件,https://www.tripadvisor.jp/Attraction_Review-g14133713-d19796826-Reviews-Dainichi_ji_Temple-Yoyogi_Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html,　
渋谷区,西原１丁目,-,東京都渋谷区西原1-47-1,35.673572,139.684354,渋谷区スポーツ施設代々木西原公園庭球場,アリーナ・スタジアム,5,1件,https://www.tripadvisor.jp/Attraction_Review-g1066456-d13020873-Reviews-Shibuya_Ku_Sports_Yoyogi_Nishihara_Park_Tennis_Center-Shibuya_Tokyo_Tokyo_Prefe.html,　
渋谷区,代々木４丁目,-,東京都渋谷区代々木4丁目23−13,35.681294,139.692081,立正寺,神社/寺院/教会など,3,3件,https://www.tripadvisor.jp/Attraction_Review-g14133713-d10296544-Reviews-Risshoji_Temple-Yoyogi_Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html,　
渋谷区,千駄ケ谷３丁目,-,東京都渋谷区千駄ヶ谷 3,35.67725,139.708055,千駄ヶ谷3丁目庚申塚,神社/寺院/教会など,3,2件,https://www.tripadvisor.jp/Attraction_Review-g14131014-d13944668-Reviews-Sendagaya_Sanchome_Koshinzuka-Sendagaya_Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html,　
渋谷区,広尾１丁目,-,東京都渋谷区広尾 1-1-34,35.649515,139.711853,天桂禅庵,神社/寺院/教会など,3,1件,https://www.tripadvisor.jp/Attraction_Review-g14129745-d14986359-Reviews-Tenkeizenan-Hiroo_Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html,　
渋谷区,千駄ケ谷６丁目,-,東京都渋谷区千駄ヶ谷 6,35.682911,139.707627,新井白石終焉の地,旧跡,3,4件,https://www.tripadvisor.jp/Attraction_Review-g14131014-d17612355-Reviews-Arai_Hakuseki_s_Deathplace-Sendagaya_Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html,　
渋谷区,幡ケ谷２丁目,-,東京都渋谷区幡ヶ谷2-28-5,35.676583,139.671122,正専寺,神社/寺院/教会など,2,1件,https://www.tripadvisor.jp/Attraction_Review-g1066456-d13968867-Reviews-Shosen_ji_Temple-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html,　
渋谷区,渋谷３丁目,-,東京都渋谷区渋谷3丁目5-12 金王八幡宮,35.657541,139.706036,玉造稲荷社,神社/寺院/教会など,3,1件,https://www.tripadvisor.jp/Attraction_Review-g1066456-d17575096-Reviews-Tamatsukuri_Inari_Shrine-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html,　
渋谷区,渋谷３丁目,-,東京都渋谷区渋谷3丁目5-12 金王八幡宮,35.657541,139.706036,御嶽神社,神社/寺院/教会など,3,1件,https://www.tripadvisor.jp/Attraction_Review-g1066456-d17575126-Reviews-Mitake_Shrine-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html,　
渋谷区,東３丁目,-,東京都渋谷区東3-14-20,35.65147,139.709847,伊藤稲井神社,神社/寺院/教会など,3,1件,https://www.tripadvisor.jp/Attraction_Review-g1066456-d14986058-Reviews-Itoinai_Shrine-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html,　
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前5-1-3 表参道ケヤキビル,35.665965,139.710291,ボス ストア 表参道,建築物,3,1件,https://www.tripadvisor.jp/Attraction_Review-g1066456-d16707314-Reviews-Boss_Store_Omotesando-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html,　
渋谷区,千駄ケ谷３丁目,-,東京都渋谷区千駄ヶ谷 3丁目56-15,35.674787,139.704744,延命寺,神社/寺院/教会など,3,1件,https://www.tripadvisor.jp/Attraction_Review-g14131014-d19619791-Reviews-Emmei_ji_Temple-Sendagaya_Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html,　
渋谷区,代々木４丁目,-,東京都渋谷区代々木 4-18-3,35.680633,139.692314,智音寺,神社/寺院/教会など,2.5,2件,https://www.tripadvisor.jp/Attraction_Review-g14133713-d13993338-Reviews-Chion_ji_Temple-Yoyogi_Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html,　
渋谷区,千駄ケ谷１丁目,-,東京都渋谷区千駄ヶ谷 1-17-1,35.678756,139.711463,東京体育館,フィットネスクラブ • スポーツ複合施設 • アリーナ・スタジアム,4,50件,https://www.tripadvisor.jp/Attraction_Review-g14131014-d9805860-Reviews-Tokyo_Metropolitan_Gymnasium-Sendagaya_Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html,　
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前5-1-5,35.665885,139.710136,トッズ表参道,専門店 • 建築物,4,36件,https://www.tripadvisor.jp/Attraction_Review-g1066456-d606144-Reviews-Tod_s_Omotesando-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html,　
渋谷区,神宮前６丁目,-,東京都渋谷区神宮前6-20 ミヤシタパーク南街区1階,35.663027,139.701806,渋谷横丁,名所・有名スポット,5,3件,https://www.tripadvisor.jp/Attraction_Review-g1066456-d20253615-Reviews-Shibuya_Yokocho-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html,　
渋谷区,神宮前６丁目,-,東京都渋谷区神宮前6-28-6 キュープラザ原宿10&11F,35.667082,139.703967,サンキース ペントハウス,バー・クラブ • 眺めのよいスポット,4.5,2件,https://www.tripadvisor.jp/Attraction_Review-g1066456-d15013333-Reviews-Sankeys_PENTHOUSE-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html,　
渋谷区,代々木３丁目,-,東京都渋谷区代々木 3−23−3,35.68541,139.693053,箒銀杏天満宮,神社/寺院/教会など,4,1件,https://www.tripadvisor.jp/Attraction_Review-g14133713-d23449534-Reviews-Hokiicho_Temmangu-Yoyogi_Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html,　
渋谷区,初台２丁目,-,東京都渋谷区初台2-18-4,35.677391,139.685862,初台出世稲荷神社,神社/寺院/教会など,4,1件,https://www.tripadvisor.jp/Attraction_Review-g1066456-d23470108-Reviews-Hatsudai_Shusse_Inari_Daimyojin-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html,　
渋谷区,幡ケ谷１丁目,-,東京都渋谷区幡ヶ谷1-10-7,35.675322,139.671258,牛窪地蔵尊,神社/寺院/教会など,4,1件,https://www.tripadvisor.jp/Attraction_Review-g1066456-d23139576-Reviews-Ushikubo_Jizoson-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html,　
渋谷区,西原１丁目,-,東京都渋谷区西原1-43-7,35.676097,139.682571,白玉稲荷大明神,神社/寺院/教会など,4,1件,https://www.tripadvisor.jp/Attraction_Review-g1066456-d23027769-Reviews-Shiratama_Inari_Daimyojin-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html,　
渋谷区,幡ケ谷２丁目,-,東京都渋谷区幡ヶ谷2丁目36番 清岸寺,35.677077,139.6719,瘡守稲荷社殿,神社/寺院/教会など,4,1件,https://www.tripadvisor.jp/Attraction_Review-g1066456-d23024295-Reviews-Kasamori_Inari_Shrine-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html,　
渋谷区,本町５丁目,-,東京都渋谷区本町5-16-2,35.685474,139.676335,幡ヶ谷氷川神社,神社/寺院/教会など,3.5,2件,https://www.tripadvisor.jp/Attraction_Review-g1066456-d21005921-Reviews-Hatagaya_Hikawa_Shrine-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html,　
渋谷区,幡ケ谷２丁目,-,東京都渋谷区幡ヶ谷2-12,35.678049,139.676541,武蔵御嶽神社,神社/寺院/教会など,3,1件,https://www.tripadvisor.jp/Attraction_Review-g1066456-d23027835-Reviews-Musashimitake_Shrine-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html,　
渋谷区,恵比寿１丁目,-,東京都渋谷区恵比寿 1-1-6 エビスオークビル1 401号,35.648209,139.711028,タンゴスタジオ ラ・バルドッサ,体験教室・ワークショップ • 教育施設,-,-,https://www.tripadvisor.jp/Attraction_Review-g14131018-d8569350-Reviews-Tango_Studio_La_Baldosa-Ebisu_Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html,　
渋谷区,本町１丁目,-,東京都渋谷区本町1-9-17,35.680477,139.68326,旗洗池跡,旧跡,-,-,https://www.tripadvisor.jp/Attraction_Review-g1066456-d13154323-Reviews-Site_of_Hataara_Pond-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html,　
渋谷区,神宮前１丁目,-,東京都渋谷区神宮前1-8-17,35.670112,139.705611,セント ヴァレンタイン教会,神社/寺院/教会など,-,-,https://www.tripadvisor.jp/Attraction_Review-g1066456-d14000549-Reviews-St_Valentine_s_Church-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html,　
渋谷区,富ケ谷１丁目,-,東京都渋谷区富ヶ谷1-30-17,35.665085,139.688288,東京キリストの教会,大聖堂,-,-,https://www.tripadvisor.jp/Attraction_Review-g1066456-d14597950-Reviews-Tokyo_Church_of_Christ-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html,　
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前5-9-11,35.667318,139.707275,Christian Dior 表参道,建築物,-,-,https://www.tripadvisor.jp/Attraction_Review-g1066456-d16707145-Reviews-Christian_Dior_Omotesando-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html,　
渋谷区,神南１丁目,-,東京都渋谷区神南1丁目5-11,35.664863,139.699259,代々木公園 ケヤキ並木,名所・有名スポット • 眺めのよい散策エリア,-,-,https://www.tripadvisor.jp/Attraction_Review-g1066456-d19765494-Reviews-Yoyogi_Park_Row_of_Zelkova_Trees-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html,　
渋谷区,宇田川町,-,東京都渋谷区宇田川町15-1 渋谷パルコ 8F,35.662049,139.69894,ほぼ日曜日,専門店 • イベントスペース,-,-,https://www.tripadvisor.jp/Attraction_Review-g1066456-d19765974-Reviews-Hobonichiyobi-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html,　
渋谷区,渋谷４丁目,-,東京都渋谷区渋谷4-5-9 青山ビルディング2~4F,35.658717,139.709068,青山蜂,イベントスペース,-,-,https://www.tripadvisor.jp/Attraction_Review-g1066456-d19748866-Reviews-Aoyama_Hachi-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html,　
渋谷区,神南１丁目,-,東京都渋谷区神南1-2-5,35.665563,139.700928,ジンナン ハウス,名所・有名スポット,-,-,https://www.tripadvisor.jp/Attraction_Review-g1066456-d20253741-Reviews-Jinnan_House-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html,　
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂1-2-3 東急プラザ渋谷17階,35.657725,139.700151,Cﾉ LA VI SKY MUSIC TERRACE,名所・有名スポット • バー・クラブ,-,-,https://www.tripadvisor.jp/Attraction_Review-g1066456-d20961402-Reviews-Ce_La_Vi_Sky_Music_Terrace-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html,　
渋谷区,西原１丁目,-,東京都渋谷区西原1丁目43-7,35.676097,139.682571,白玉稲荷神社,神社/寺院/教会など,-,-,https://www.tripadvisor.jp/Attraction_Review-g1066456-d23028224-Reviews-Shiratama_Inari_Shrine-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html,　
渋谷区,恵比寿４丁目,-,東京都渋谷区恵比寿4丁目10-2,35.645587,139.713983,子育地蔵尊,記念碑＆像,-,-,https://www.tripadvisor.jp/Attraction_Review-g14131018-d23408245-Reviews-Kosodate_Jizoson-Ebisu_Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html,　
渋谷区,笹塚２丁目,-,東京都渋谷区笹塚2-19,35.674119,139.665189,御嶽神社,神社/寺院/教会など,-,-,https://www.tripadvisor.jp/Attraction_Review-g1066456-d23449508-Reviews-Mitake_Shrine-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html,　
渋谷区,幡ケ谷１丁目,-,東京都渋谷区幡ヶ谷1-1-8,35.6777,139.679135,幡ヶ谷子育地蔵尊,神社/寺院/教会など,-,-,https://www.tripadvisor.jp/Attraction_Review-g1066456-d23449526-Reviews-Hatagaya_Kosodate_Jizoson-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html,　
渋谷区,笹塚２丁目,-,東京都渋谷区笹塚2-40,35.675749,139.666506,福徳稲荷神社,神社/寺院/教会など,-,-,https://www.tripadvisor.jp/Attraction_Review-g1066456-d23640131-Reviews-Fukutoku_Inari_Shrine-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html,　
渋谷区,宇田川町,-,東京都渋谷区宇田川町1-1,35.663954,139.698077,二・二六事件慰霊像,記念碑＆像,-,-,https://www.tripadvisor.jp/Attraction_Review-g1066456-d23089470-Reviews-February_26_Incident_Memorial_Statue-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html,　
渋谷区,代々木５丁目,-,東京都渋谷区代々木 5-21-4,35.676875,139.689456,祠,神社/寺院/教会など,-,-,https://www.tripadvisor.jp/Attraction_Review-g14133713-d23827856-Reviews-Hokora-Yoyogi_Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html,　
新宿区,西新宿２丁目,-,東京都新宿区西新宿 2-8-1,35.689185,139.691647,東京都庁,名所・有名スポット • 展望台・タワー • 政府庁舎,4.5,"1,557件",https://www.tripadvisor.jp/Attraction_Review-g14133673-d320640-Reviews-Tokyo_Metropolitan_Government_Buildings-Nishishinjuku_Shinjuku_Tokyo_Tokyo_Prefe.html,　
新宿区,歌舞伎町１丁目,-,東京都新宿区歌舞伎町 1-1-6,35.694195,139.704518,新宿ゴールデン街,名所・有名スポット,4,"2,224件",https://www.tripadvisor.jp/Attraction_Review-g14133667-d480651-Reviews-Shinjuku_Golden_Gai-Kabukicho_Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html,　
新宿区,西新宿２丁目,-,東京都新宿区西新宿 2-8-1 第一本庁舎45階,35.689185,139.691647,東京都庁展望室,名所・有名スポット • 展望台・タワー • 政府庁舎,4.5,"5,444件",https://www.tripadvisor.jp/Attraction_Review-g14133673-d12879871-Reviews-Tokyo_Metropolitan_Government_Building_Observation_Decks-Nishishinjuku_Shinjuk.html,　
新宿区,西新宿１丁目,-,東京都新宿区西新宿 1-2,35.69314,139.699638,思い出横丁,名所・有名スポット • 歴史散策地区,4,"1,110件",https://www.tripadvisor.jp/Attraction_Review-g14133673-d1173749-Reviews-Omoide_Yokocho-Nishishinjuku_Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html,　
新宿区,神楽坂３丁目,-,東京都新宿区神楽坂,35.701904,139.740462,神楽坂,主要エリア,4,740件,https://www.tripadvisor.jp/Attraction_Review-g1066457-d1058190-Reviews-Kagurazaka-Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html,　
新宿区,歌舞伎町１丁目,-,東京都新宿区歌舞伎町,35.694926,139.70286,歌舞伎町歓楽街,主要エリア,4,"1,645件",https://www.tripadvisor.jp/Attraction_Review-g14133667-d2013389-Reviews-Kabukicho_District-Kabukicho_Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html,　
新宿区,歌舞伎町１丁目,-,東京都新宿区歌舞伎町 1-19-1 新宿東宝ビル,35.695362,139.701813,ゴジラヘッド,名所・有名スポット,4,"1,040件",https://www.tripadvisor.jp/Attraction_Review-g14133667-d8048204-Reviews-Godzilla_Head-Kabukicho_Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html,　
新宿区,新宿５丁目,-,東京都新宿区新宿5-17-3,35.693554,139.705168,花園神社,神社/寺院/教会など,4,605件,https://www.tripadvisor.jp/Attraction_Review-g1066457-d320690-Reviews-Hanazono_Shrine-Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html,　
